"Date","Close","% Change","% Change vs Average","Volume"
"2025-03-21T15:15:00.000Z","116.42","-0.03","-0.02","1,763,231"
"2025-03-21T15:20:00.000Z","116.27","-0.12","-0.12","1,795,049"
"2025-03-21T15:25:00.000Z","116.29","0.02","0.02","1,264,488"
"2025-03-21T15:30:00.000Z","116.54","0.21","0.22","1,532,017"
"2025-03-21T15:35:00.000Z","116.60","0.06","0.06","1,231,223"
"2025-03-21T15:40:00.000Z","116.35","-0.21","-0.21","2,007,334"
"2025-03-21T15:45:00.000Z","116.54","0.16","0.17","1,514,838"
"2025-03-21T15:50:00.000Z","116.73","0.16","0.16","1,915,283"
"2025-03-21T15:55:00.000Z","116.69","-0.03","-0.03","1,585,451"
"2025-03-21T16:00:00.000Z","116.74","0.04","0.05","2,105,160"
"2025-03-21T16:05:00.000Z","116.89","0.13","0.13","1,299,124"
"2025-03-21T16:10:00.000Z","117.14","0.21","0.22","1,991,792"
"2025-03-21T16:15:00.000Z","117.29","0.13","0.13","2,518,234"
"2025-03-21T16:20:00.000Z","117.55","0.22","0.22","2,294,190"
"2025-03-21T16:25:00.000Z","117.35","-0.17","-0.16","2,183,930"
"2025-03-21T16:30:00.000Z","117.72","0.31","0.32","2,193,013"
"2025-03-21T16:35:00.000Z","117.61","-0.09","-0.09","2,022,451"
"2025-03-21T16:40:00.000Z","117.40","-0.18","-0.17","1,915,853"
"2025-03-21T16:45:00.000Z","117.71","0.26","0.26","1,660,535"
"2025-03-21T16:50:00.000Z","117.67","-0.03","-0.03","1,858,282"
"2025-03-21T16:55:00.000Z","117.97","0.25","0.26","1,979,026"
"2025-03-21T17:00:00.000Z","117.67","-0.25","-0.25","1,898,391"
"2025-03-21T17:05:00.000Z","117.62","-0.04","-0.04","6,570,688"
"2025-03-21T17:10:00.000Z","117.27","-0.30","-0.30","2,246,781"
"2025-03-21T17:15:00.000Z","117.03","-0.20","-0.20","1,723,837"
"2025-03-21T17:20:00.000Z","117.27","0.20","0.21","1,792,062"
"2025-03-21T17:25:00.000Z","117.07","-0.17","-0.17","1,369,660"
"2025-03-21T17:30:00.000Z","117.07","0","0.01","1,984,049"
"2025-03-21T17:35:00.000Z","117.24","0.14","0.15","1,455,990"
"2025-03-21T17:40:00.000Z","117.36","0.11","0.12","1,492,979"
"2025-03-21T17:45:00.000Z","117.47","0.09","0.09","1,035,236"
"2025-03-21T17:50:00.000Z","117.36","-0.09","-0.09","1,303,867"
"2025-03-21T17:55:00.000Z","117.28","-0.07","-0.07","1,031,451"
"2025-03-21T18:00:00.000Z","117.50","0.19","0.19","1,325,622"
"2025-03-21T18:05:00.000Z","117.36","-0.11","-0.11","1,075,879"
"2025-03-21T18:10:00.000Z","117.40","0.03","0.03","999,877"
"2025-03-21T18:15:00.000Z","117.40","0","0.01","787,639"
"2025-03-21T18:20:00.000Z","117.23","-0.15","-0.14","1,054,123"
"2025-03-21T18:25:00.000Z","117.19","-0.03","-0.03","1,218,955"
"2025-03-21T18:30:00.000Z","117.11","-0.07","-0.07","1,523,342"
"2025-03-21T18:35:00.000Z","117.21","0.09","0.09","1,493,782"
"2025-03-21T18:40:00.000Z","117.39","0.15","0.16","1,170,348"
"2025-03-21T18:45:00.000Z","117.19","-0.17","-0.16","1,479,012"
"2025-03-21T18:50:00.000Z","117.22","0.03","0.03","1,000,230"
"2025-03-21T18:55:00.000Z","117.18","-0.04","-0.03","1,008,470"
"2025-03-21T19:00:00.000Z","117.04","-0.12","-0.12","1,485,985"
"2025-03-21T19:05:00.000Z","116.92","-0.11","-0.10","1,557,513"
"2025-03-21T19:10:00.000Z","116.95","0.03","0.03","2,004,304"
"2025-03-21T19:15:00.000Z","116.89","-0.05","-0.05","2,002,374"
"2025-03-21T19:20:00.000Z","116.88","-0.01","0","1,653,607"
"2025-03-21T19:25:00.000Z","116.79","-0.08","-0.08","1,518,737"
"2025-03-21T19:30:00.000Z","116.72","-0.05","-0.05","1,968,309"
"2025-03-21T19:35:00.000Z","116.71","-0.01","0","1,773,682"
"2025-03-21T19:40:00.000Z","116.65","-0.05","-0.05","1,858,026"
"2025-03-21T19:45:00.000Z","116.86","0.18","0.18","2,858,581"
"2025-03-21T19:50:00.000Z","117.00","0.12","0.12","4,309,110"
"2025-03-21T19:55:00.000Z","117.64","0.54","0.55","11,020,652"
